label,frame_number,timestamp,video_name,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
GirarDerecha,0,0.0,GirarDerecha2.mp4,0.43954235315322876,0.20269420742988586,-0.32062724232673645,0.4589587450027466,0.1900806725025177,-0.2884787917137146,0.46849268674850464,0.19078555703163147,-0.28856614232063293,0.47619977593421936,0.19175511598587036,-0.28864696621894836,0.4324377477169037,0.18969766795635223,-0.2863939702510834,0.42387086153030396,0.19009125232696533,-0.2862040400505066,0.41570931673049927,0.19040784239768982,-0.2860056161880493,0.4930872917175293,0.2018183171749115,-0.09208878129720688,0.40497368574142456,0.1989033967256546,-0.08878640085458755,0.459056556224823,0.21953308582305908,-0.2454805076122284,0.421041876077652,0.2192991077899933,-0.24431051313877106,0.5722858309745789,0.28920042514801025,-0.01705247536301613,0.33215126395225525,0.29169589281082153,0.016205351799726486,0.6386133432388306,0.38838011026382446,0.0222714152187109,0.2825363278388977,0.394390344619751,0.0958600863814354,0.7158970236778259,0.46449846029281616,-0.13568702340126038,0.20542040467262268,0.47008857131004333,-0.04537944123148918,0.7405247092247009,0.49173396825790405,-0.19122114777565002,0.18046699464321136,0.4983251094818115,-0.09335695952177048,0.735747754573822,0.49351587891578674,-0.26426878571510315,0.1842452883720398,0.4961291253566742,-0.17320547997951508,0.7261497974395752,0.4841957092285156,-0.16908717155456543,0.19476056098937988,0.48686450719833374,-0.08481739461421967,0.5337949395179749,0.4932052195072174,0.0006311784381978214,0.3942975401878357,0.4965427815914154,-0.0007348415092565119,0.551016092300415,0.6647167801856995,-0.0833393856883049,0.38901039958000183,0.672501266002655,-0.09801416099071503,0.5722846388816833,0.8227095603942871,0.035386160016059875,0.37065666913986206,0.8275530338287354,0.03810998424887657,0.5481325387954712,0.8466402888298035,0.03033500723540783,0.39344125986099243,0.8509063720703125,0.034047532826662064,0.6404702067375183,0.872787594795227,-0.22773966193199158,0.3380992114543915,0.8784829378128052,-0.229558527469635
GirarDerecha,1,0.03333333333333333,GirarDerecha2.mp4,0.43957090377807617,0.20272812247276306,-0.3630117177963257,0.45887792110443115,0.19007472693920135,-0.33433201909065247,0.4682970345020294,0.19078117609024048,-0.3343481421470642,0.4761367738246918,0.19175614416599274,-0.33438000082969666,0.43239545822143555,0.18964378535747528,-0.3318169414997101,0.42379653453826904,0.1899929642677307,-0.33164164423942566,0.41566982865333557,0.19024591147899628,-0.3314414918422699,0.4930841326713562,0.20180118083953857,-0.14404228329658508,0.4049730896949768,0.19890180230140686,-0.1400275081396103,0.4590999186038971,0.21953372657299042,-0.28972864151000977,0.4214004874229431,0.21927225589752197,-0.28821706771850586,0.573032557964325,0.289352685213089,-0.058135464787483215,0.33216485381126404,0.2915482223033905,-0.040690019726753235,0.6386665105819702,0.38854482769966125,0.004546403419226408,0.2826221287250519,0.3940204977989197,0.04029971361160278,0.7165395617485046,0.46486249566078186,-0.1334996372461319,0.2060033679008484,0.46993687748908997,-0.07834610342979431,0.7418709993362427,0.49222531914711,-0.1834045946598053,0.18185217678546906,0.49837255477905273,-0.12118710577487946,0.7373836636543274,0.4936966300010681,-0.25725212693214417,0.1850985884666443,0.49614647030830383,-0.1998143196105957,0.7275012731552124,0.484580934047699,-0.16694286465644836,0.19507551193237305,0.4868779182434082,-0.11693098396062851,0.5340535044670105,0.49343618750572205,0.0034024990163743496,0.3943657875061035,0.496706485748291,-0.0035680835135281086,0.5511135458946228,0.6660389304161072,-0.06297376751899719,0.3888031840324402,0.672693133354187,-0.09689455479383469,0.5727907419204712,0.8229702711105347,0.0603116974234581,0.3702619671821594,0.8272266983985901,0.04084205999970436,0.5487393140792847,0.8468640446662903,0.05562899634242058,0.392721951007843,0.8503382205963135,0.03718236833810806,0.6401233077049255,0.8727992177009583,-0.19490580260753632,0.33768317103385925,0.878462016582489,-0.22178441286087036
GirarDerecha,2,0.06666666666666667,GirarDerecha2.mp4,0.439569890499115,0.20268554985523224,-0.3972877264022827,0.4587453305721283,0.1898648589849472,-0.36835435032844543,0.4680846333503723,0.1905481219291687,-0.36836177110671997,0.47605788707733154,0.1915186047554016,-0.3683939278125763,0.4322551488876343,0.18941158056259155,-0.3658503293991089,0.42362964153289795,0.1897108256816864,-0.3656887114048004,0.4155362546443939,0.1898811310529709,-0.36548662185668945,0.49303585290908813,0.20152227580547333,-0.17494601011276245,0.4048914909362793,0.19878418743610382,-0.1707487255334854,0.45911306142807007,0.2193835973739624,-0.32281678915023804,0.42158249020576477,0.21902403235435486,-0.32124578952789307,0.5733227133750916,0.2894130349159241,-0.08226454257965088,0.33198827505111694,0.29143354296684265,-0.06521792709827423,0.6386670470237732,0.3886862099170685,-0.015037295408546925,0.28244149684906006,0.39401084184646606,0.019233563914895058,0.7166338562965393,0.4649306535720825,-0.14341282844543457,0.2059105783700943,0.470551073551178,-0.10015131533145905,0.7422558665275574,0.4922478497028351,-0.19133563339710236,0.18197417259216309,0.49935147166252136,-0.14374427497386932,0.7380056381225586,0.49367696046829224,-0.2666299343109131,0.18508687615394592,0.49720263481140137,-0.22304767370224,0.7280314564704895,0.4845865070819855,-0.17765666544437408,0.19494134187698364,0.48802128434181213,-0.13911741971969604,0.5341436862945557,0.4934185743331909,0.004361914936453104,0.39438170194625854,0.49670544266700745,-0.004546039272099733,0.5511173009872437,0.6662580370903015,-0.06217039003968239,0.38835054636001587,0.6726500988006592,-0.09607388079166412,0.5732408761978149,0.823216438293457,0.06552992016077042,0.3701184093952179,0.8267966508865356,0.04410729557275772,0.5492339730262756,0.847108781337738,0.060946106910705566,0.39262259006500244,0.8499318957328796,0.04044108837842941,0.6394802927970886,0.8727981448173523,-0.1940009742975235,0.33745336532592773,0.8784497976303101,-0.22040243446826935
GirarDerecha,3,0.1,GirarDerecha2.mp4,0.4396039843559265,0.20269674062728882,-0.392000287771225,0.45860016345977783,0.18986693024635315,-0.3621857464313507,0.467843234539032,0.19054700434207916,-0.36220937967300415,0.47594812512397766,0.19151706993579865,-0.36225664615631104,0.4321657717227936,0.18940888345241547,-0.36017724871635437,0.4235513508319855,0.1896921694278717,-0.3600144386291504,0.41549429297447205,0.18984661996364594,-0.3598208427429199,0.4926360845565796,0.2014593780040741,-0.16554944217205048,0.4048110246658325,0.19878704845905304,-0.16293977200984955,0.4591468274593353,0.21935054659843445,-0.31601765751838684,0.4218278229236603,0.2189512401819229,-0.31500306725502014,0.5733394026756287,0.2894240617752075,-0.07255959510803223,0.3316335380077362,0.2912285327911377,-0.05521735921502113,0.6386239528656006,0.3888891339302063,-0.010236444883048534,0.28222066164016724,0.393714964389801,0.028488239273428917,0.7166368365287781,0.4651612639427185,-0.1437637060880661,0.20589996874332428,0.47052717208862305,-0.09838538616895676,0.7423684000968933,0.4924960136413574,-0.19215668737888336,0.1820448786020279,0.4993515610694885,-0.1438315361738205,0.7380526065826416,0.4937440752983093,-0.2682305872440338,0.18510176241397858,0.4972037076950073,-0.22433370351791382,0.7280769348144531,0.4847868084907532,-0.17835117876529694,0.19493429362773895,0.4880302846431732,-0.13790282607078552,0.5340551137924194,0.4931650757789612,0.00441235164180398,0.3941359221935272,0.4965221583843231,-0.004594767466187477,0.5505481958389282,0.6662516593933105,-0.06511933356523514,0.3868451416492462,0.6724503040313721,-0.09651264548301697,0.573406457901001,0.8233310580253601,0.062439966946840286,0.36956867575645447,0.8267179727554321,0.04311806336045265,0.5494192242622375,0.8473028540611267,0.05767863243818283,0.39219027757644653,0.8500124216079712,0.03919265419244766,0.6385553479194641,0.8728005290031433,-0.19442501664161682,0.33651942014694214,0.8784613609313965,-0.22419598698616028
GirarDerecha,4,0.13333333333333333,GirarDerecha2.mp4,0.439634770154953,0.20275096595287323,-0.38614627718925476,0.4584420919418335,0.18991191685199738,-0.35545486211776733,0.4675740897655487,0.19057008624076843,-0.35548779368400574,0.4757320284843445,0.19153475761413574,-0.3555467426776886,0.4319804906845093,0.18943257629871368,-0.35424819588661194,0.42332762479782104,0.18969760835170746,-0.3540802001953125,0.4153183400630951,0.1898469179868698,-0.35389068722724915,0.4920167922973633,0.2014368176460266,-0.15621618926525116,0.40443193912506104,0.1988012194633484,-0.15677718818187714,0.45916712284088135,0.21934248507022858,-0.30905213952064514,0.42191746830940247,0.2189394235610962,-0.3090612590312958,0.5729940533638,0.28939035534858704,-0.06460360437631607,0.33122026920318604,0.29099324345588684,-0.048593055456876755,0.6378496289253235,0.38891881704330444,-0.004593026824295521,0.28213685750961304,0.3929753601551056,0.03438213840126991,0.7166176438331604,0.4657013714313507,-0.13608881831169128,0.20582270622253418,0.47036319971084595,-0.09487152099609375,0.7424681782722473,0.49321722984313965,-0.18476830422878265,0.18203730881214142,0.4992435872554779,-0.14097681641578674,0.7380474209785461,0.4942667484283447,-0.26212161779403687,0.18501265347003937,0.4971145987510681,-0.22225244343280792,0.7280742526054382,0.485697478055954,-0.17158322036266327,0.19474363327026367,0.48797884583473206,-0.13461484014987946,0.5338829159736633,0.492526113986969,0.004461656790226698,0.39359232783317566,0.4960078001022339,-0.004641605541110039,0.549598753452301,0.665959358215332,-0.07345486432313919,0.38562917709350586,0.6724269986152649,-0.09797053039073944,0.5734903812408447,0.823481023311615,0.05387813225388527,0.368762344121933,0.8266636729240417,0.03832745552062988,0.5494591593742371,0.84765625,0.048950549215078354,0.3914389908313751,0.8500595092773438,0.03395061939954758,0.637833297252655,0.8728126883506775,-0.21142959594726562,0.3358159363269806,0.8784787654876709,-0.23272298276424408
GirarDerecha,5,0.16666666666666669,GirarDerecha2.mp4,0.43902334570884705,0.20284754037857056,-0.38041165471076965,0.45726147294044495,0.18999028205871582,-0.349249005317688,0.46629002690315247,0.190619558095932,-0.3492891490459442,0.47442761063575745,0.19155952334403992,-0.3493533730506897,0.4307098984718323,0.18952849507331848,-0.34788277745246887,0.42208054661750793,0.18976369500160217,-0.3477116525173187,0.41419294476509094,0.1899050623178482,-0.34752359986305237,0.4905632436275482,0.2014341950416565,-0.1496197134256363,0.4034818112850189,0.1988750547170639,-0.1492302268743515,0.4587305188179016,0.2193411886692047,-0.30313122272491455,0.42158517241477966,0.21893781423568726,-0.302909791469574,0.5727269053459167,0.28938722610473633,-0.062566377222538,0.3305515646934509,0.2908152639865875,-0.04178531840443611,0.6369321346282959,0.3889158070087433,0.0030803168192505836,0.2816237211227417,0.3924068510532379,0.040612634271383286,0.7165283560752869,0.4659983813762665,-0.12946964800357819,0.20477451384067535,0.4706578552722931,-0.0900413915514946,0.742514967918396,0.4934670329093933,-0.1788112372159958,0.1812146008014679,0.4994579553604126,-0.1362633854150772,0.7380419969558716,0.49444636702537537,-0.25693437457084656,0.18371634185314178,0.4975786507129669,-0.21735000610351562,0.7280725240707397,0.48615944385528564,-0.16553568840026855,0.19352975487709045,0.488579660654068,-0.12966200709342957,0.5335867404937744,0.4924469292163849,0.004405513871461153,0.3930608928203583,0.49596577882766724,-0.004582712892442942,0.5489169359207153,0.6659254431724548,-0.07817666232585907,0.38470980525016785,0.6725654602050781,-0.09856118261814117,0.5737653970718384,0.8237168192863464,0.05118304863572121,0.3680969476699829,0.8266639709472656,0.03808680921792984,0.549641489982605,0.8479207754135132,0.046259891241788864,0.3908006548881531,0.8501931428909302,0.03371722251176834,0.6371448636054993,0.8728519678115845,-0.22009365260601044,0.33517539501190186,0.8785272240638733,-0.2339448630809784
GirarDerecha,6,0.2,GirarDerecha2.mp4,0.43835973739624023,0.2030429095029831,-0.36707550287246704,0.4563313126564026,0.19012796878814697,-0.3345400094985962,0.4654138684272766,0.19073539972305298,-0.33459779620170593,0.47352850437164307,0.19165214896202087,-0.3346847593784332,0.4294905662536621,0.18965783715248108,-0.33330991864204407,0.4208006262779236,0.18985404074192047,-0.33312779664993286,0.41289955377578735,0.18998578190803528,-0.33292749524116516,0.4898689091205597,0.20144155621528625,-0.13174156844615936,0.40217432379722595,0.1989266574382782,-0.1316053718328476,0.4582807421684265,0.2193775326013565,-0.2891215980052948,0.4210548400878906,0.21897321939468384,-0.28899142146110535,0.5723618865013123,0.2893854081630707,-0.04498880356550217,0.3300347626209259,0.29064202308654785,-0.026232289150357246,0.6357367634773254,0.38891127705574036,0.01624264381825924,0.28088802099227905,0.3920491635799408,0.05038076639175415,0.7162556052207947,0.46602335572242737,-0.11623924225568771,0.20284420251846313,0.47159436345100403,-0.08420101553201675,0.7424852252006531,0.4934656023979187,-0.16718371212482452,0.17985525727272034,0.5000640749931335,-0.1322127878665924,0.7379381060600281,0.4944424629211426,-0.24401353299617767,0.1818329393863678,0.49849244952201843,-0.2142176777124405,0.7279888391494751,0.48620519042015076,-0.15188416838645935,0.19177965819835663,0.4894316792488098,-0.1246824637055397,0.5329329371452332,0.49244141578674316,0.0043946523219347,0.392366498708725,0.4959900379180908,-0.004569109994918108,0.5483368635177612,0.6660454869270325,-0.0780334323644638,0.38385874032974243,0.6731871366500854,-0.09855315089225769,0.5737974047660828,0.8241124153137207,0.05161363631486893,0.36740490794181824,0.8266735672950745,0.040139008313417435,0.5496470928192139,0.8481507897377014,0.046811845153570175,0.39021965861320496,0.8502224683761597,0.03607585281133652,0.6367702484130859,0.8729084134101868,-0.21984051167964935,0.3343144655227661,0.8787768483161926,-0.23238322138786316
GirarDerecha,7,0.23333333333333334,GirarDerecha2.mp4,0.4379628896713257,0.20309725403785706,-0.33862069249153137,0.4558391273021698,0.1901690810918808,-0.30595001578330994,0.46494945883750916,0.19077038764953613,-0.3060072660446167,0.47302958369255066,0.19168248772621155,-0.3060898780822754,0.42879006266593933,0.18968717753887177,-0.3041575253009796,0.4200354814529419,0.1898711919784546,-0.30396318435668945,0.412060409784317,0.19000154733657837,-0.30374929308891296,0.48952150344848633,0.20144107937812805,-0.10804017633199692,0.40112245082855225,0.19894661009311676,-0.10529658943414688,0.4580608606338501,0.21938063204288483,-0.263154536485672,0.4206233620643616,0.21897131204605103,-0.26218393445014954,0.5721606612205505,0.2893976867198944,-0.031130613759160042,0.32946234941482544,0.29061341285705566,-0.00837237574160099,0.6350579857826233,0.38896268606185913,0.0211651548743248,0.2803479731082916,0.3919523060321808,0.06402207165956497,0.7158313989639282,0.4662081301212311,-0.10989517718553543,0.2017388492822647,0.47160401940345764,-0.06953322142362595,0.742328941822052,0.49357837438583374,-0.16095232963562012,0.17850032448768616,0.5001366138458252,-0.1181674376130104,0.7376474142074585,0.4944559633731842,-0.23590247333049774,0.18021522462368011,0.49856653809547424,-0.1993146389722824,0.7276726961135864,0.48629167675971985,-0.14468908309936523,0.1904105246067047,0.48944634199142456,-0.11016634851694107,0.5323539972305298,0.4924548864364624,0.004380174446851015,0.3916284143924713,0.49614226818084717,-0.004553512670099735,0.5478422045707703,0.6662663817405701,-0.07485982775688171,0.38255947828292847,0.6735153794288635,-0.09723637253046036,0.5736625790596008,0.824347972869873,0.05738948658108711,0.36672067642211914,0.8266727328300476,0.04704452306032181,0.5495139956474304,0.8483237028121948,0.05310923978686333,0.3897570073604584,0.850242555141449,0.04366040229797363,0.6362729668617249,0.8729201555252075,-0.21135978400707245,0.3333819508552551,0.8790476322174072,-0.22167588770389557
GirarDerecha,8,0.26666666666666666,GirarDerecha2.mp4,0.4377121925354004,0.20315225422382355,-0.32309243083000183,0.4555076062679291,0.19021077454090118,-0.29033225774765015,0.4646408259868622,0.19081003963947296,-0.2903989255428314,0.4726913869380951,0.19172415137290955,-0.29048436880111694,0.42827925086021423,0.1897220015525818,-0.28870657086372375,0.41947558522224426,0.18989676237106323,-0.28851017355918884,0.411440908908844,0.19003181159496307,-0.2882973849773407,0.489198237657547,0.2014421969652176,-0.09402652084827423,0.4002470076084137,0.19898506999015808,-0.09148769825696945,0.45793285965919495,0.21938851475715637,-0.24841023981571198,0.420337975025177,0.21897050738334656,-0.2474256157875061,0.5718799233436584,0.2894105911254883,-0.019166700541973114,0.3282676339149475,0.290631502866745,0.0016277395188808441,0.6344006061553955,0.38902243971824646,0.02827969565987587,0.27960050106048584,0.3919816017150879,0.07083221524953842,0.714766263961792,0.46615028381347656,-0.10639434307813644,0.20104719698429108,0.47154536843299866,-0.06568887829780579,0.7416400909423828,0.4933624565601349,-0.15844322741031647,0.17774206399917603,0.5001207590103149,-0.11524953693151474,0.7370733618736267,0.4940200448036194,-0.23254689574241638,0.1794394552707672,0.49845147132873535,-0.19626042246818542,0.7270651459693909,0.4860077202320099,-0.14101995527744293,0.18966993689537048,0.48925715684890747,-0.10644831508398056,0.5319768190383911,0.49245136976242065,0.004369105212390423,0.3908695578575134,0.49623000621795654,-0.004541000816971064,0.5475508570671082,0.666422426700592,-0.07320959120988846,0.38127365708351135,0.673751175403595,-0.09577436000108719,0.5733411908149719,0.8244381546974182,0.059107884764671326,0.3661480247974396,0.826627790927887,0.050620388239622116,0.5490920543670654,0.8483426570892334,0.05488688498735428,0.3891848921775818,0.8501811623573303,0.04747577756643295,0.6357201337814331,0.8729237914085388,-0.20876578986644745,0.3323874771595001,0.8792852759361267,-0.2162254899740219
GirarDerecha,9,0.30000000000000004,GirarDerecha2.mp4,0.43737733364105225,0.2032221555709839,-0.3225328028202057,0.45505714416503906,0.1902661770582199,-0.28974518179893494,0.46421751379966736,0.1908685863018036,-0.28981152176856995,0.47226381301879883,0.1917833834886551,-0.289892315864563,0.42773109674453735,0.18976759910583496,-0.2880481779575348,0.41889774799346924,0.1899326741695404,-0.28786084055900574,0.41076821088790894,0.19007301330566406,-0.28765779733657837,0.4887726604938507,0.20145367085933685,-0.0926600992679596,0.3993529975414276,0.19904014468193054,-0.09015516936779022,0.45766130089759827,0.21940360963344574,-0.24757586419582367,0.4199967086315155,0.21897056698799133,-0.24657414853572845,0.5715575814247131,0.2894291579723358,-0.01599528267979622,0.32716625928878784,0.290621817111969,0.002859297441318631,0.6337929368019104,0.3891589045524597,0.030126940459012985,0.27844157814979553,0.3919844329357147,0.0706697627902031,0.7139651775360107,0.46615102887153625,-0.10721476376056671,0.19947801530361176,0.47150301933288574,-0.06693896651268005,0.7411078214645386,0.4933232069015503,-0.15964922308921814,0.17610152065753937,0.5001180171966553,-0.11721953749656677,0.7365992665290833,0.49387669563293457,-0.23388297855854034,0.17804060876369476,0.49837446212768555,-0.19818024337291718,0.7265706658363342,0.4859484136104584,-0.14193829894065857,0.18839386105537415,0.4890640079975128,-0.10776505619287491,0.5318141579627991,0.4924548268318176,0.004414035007357597,0.39045870304107666,0.4963266849517822,-0.004580928478389978,0.5474975109100342,0.6666685938835144,-0.06946240365505219,0.3800256550312042,0.6741071939468384,-0.09553574025630951,0.5731042623519897,0.8244794607162476,0.06630624830722809,0.3656162619590759,0.8266480565071106,0.05271611735224724,0.5487381219863892,0.848345935344696,0.062465932220220566,0.38867616653442383,0.8502102494239807,0.04967991262674332,0.6354419589042664,0.8729193806648254,-0.19906240701675415,0.3315057158470154,0.8794333934783936,-0.21488428115844727
